,loss,accuracy,val_loss,val_accuracy
0,0.6205906867980957,0.7524999976158142,1.6554399728775024,0.20423048734664917
1,0.1674892008304596,0.9453125,5.68081521987915,0.21517141163349152
2,0.06561276316642761,0.9834374785423279,5.6606292724609375,0.22465354204177856
3,0.036793168634176254,0.9918749928474426,4.17777156829834,0.19328956305980682
4,0.026478156447410583,0.9931250214576721,2.2655348777770996,0.28884026408195496
5,0.014311606995761395,0.9978125095367432,1.6586802005767822,0.49015316367149353
6,0.010062998160719872,0.9987499713897705,1.2005711793899536,0.6768782138824463
7,0.013405109755694866,0.9971874952316284,0.7779905200004578,0.7848286032676697
8,0.0067060720175504684,0.9990624785423279,0.5247852802276611,0.8409919738769531
9,0.006612108554691076,0.9990624785423279,0.2992585003376007,0.9117432236671448
10,0.0054244413040578365,0.9990624785423279,0.2285892367362976,0.9328957200050354
11,0.0055148182436823845,0.9987499713897705,0.22811898589134216,0.9372720718383789
12,0.005105264950543642,0.9993749856948853,0.21364088356494904,0.9365426898002625
13,0.005139484535902739,0.9990624785423279,0.23451834917068481,0.9380014538764954
14,0.00439080223441124,0.9996874928474426,0.2139899730682373,0.9438366293907166
