,loss,accuracy,val_loss,val_accuracy
0,0.9952860474586487,0.5840625166893005,0.643604576587677,0.7534646391868591
1,0.6069604754447937,0.7684375047683716,0.36750051379203796,0.8687089681625366
2,0.35948288440704346,0.8765624761581421,0.3678993880748749,0.862144410610199
3,0.32578766345977783,0.8768749833106995,0.4310784935951233,0.8373450040817261
4,0.2977244257926941,0.8949999809265137,0.30413690209388733,0.8964259624481201
5,0.2399710714817047,0.9203125238418579,0.4438765048980713,0.8278628587722778
6,0.17585325241088867,0.9381250143051147,0.22967159748077393,0.917578399181366
7,0.15866725146770477,0.9403125047683716,0.23405125737190247,0.9139314293861389
8,0.12518171966075897,0.956250011920929,0.35828566551208496,0.894237756729126
9,0.1383461207151413,0.9534375071525574,0.22853410243988037,0.9328957200050354
10,0.10460441559553146,0.9628124833106995,0.29119473695755005,0.8767322897911072
11,0.08490275591611862,0.9690625071525574,0.2410581111907959,0.9285193085670471
12,0.09569209069013596,0.9690625071525574,0.25725057721138,0.9234135746955872
13,0.11084378510713577,0.965624988079071,0.25480496883392334,0.9168490171432495
14,0.04836731404066086,0.9834374785423279,0.2462233453989029,0.9307075142860413
