,loss,accuracy,val_loss,val_accuracy
0,0.43057653307914734,0.8341845273971558,4.434121608734131,0.33174604177474976
1,0.12339242547750473,0.9570990800857544,9.256583213806152,0.33174604177474976
2,0.06962341070175171,0.9788900017738342,9.742499351501465,0.33174604177474976
3,0.03783702105283737,0.9901259541511536,9.123913764953613,0.33174604177474976
4,0.026420917361974716,0.99387127161026,7.428965091705322,0.33174604177474976
5,0.01557803526520729,0.9976165890693665,5.798576354980469,0.33095237612724304
6,0.010878333821892738,0.9982975721359253,4.091945171356201,0.3404761850833893
7,0.010449216701090336,0.9972761273384094,2.2223989963531494,0.4769841134548187
8,0.00875322986394167,0.9989785552024841,0.982775092124939,0.7666666507720947
9,0.007799899205565453,0.9982975721359253,0.4974648952484131,0.8698412775993347
10,0.007362326141446829,0.9979571104049683,0.3382833003997803,0.9111111164093018
11,0.005193697288632393,0.9989785552024841,0.21632052958011627,0.9388889074325562
12,0.00428782869130373,0.999659538269043,0.1990766078233719,0.946825385093689
13,0.003967283759266138,0.9993190169334412,0.1546575427055359,0.9571428298950195
14,0.0026944514829665422,0.9993190169334412,0.14944854378700256,0.9603174328804016
