,loss,accuracy,val_loss,val_accuracy
0,0.6527222990989685,0.7518749833106995,0.30649474263191223,0.8781911134719849
1,0.19029712677001953,0.9303125143051147,0.21763969957828522,0.921225368976593
2,0.10583554953336716,0.9653124809265137,0.1646798700094223,0.9423778057098389
3,0.07627266645431519,0.9750000238418579,0.16084907948970795,0.9474835991859436
4,0.04760460928082466,0.9862499833106995,0.16794633865356445,0.9474835991859436
5,0.03831015154719353,0.9893749952316284,0.16058123111724854,0.9525893330574036
6,0.021903980523347855,0.9959375262260437,0.16095906496047974,0.9547775387763977
7,0.018267299979925156,0.9959375262260437,0.16071265935897827,0.9525893330574036
8,0.019474437460303307,0.995312511920929,0.16206805408000946,0.9547775387763977
9,0.008880672045052052,0.9990624785423279,0.15090709924697876,0.9562363028526306
10,0.010962460190057755,0.9975000023841858,0.16227756440639496,0.9489423632621765
11,0.011306568048894405,0.996874988079071,0.17420990765094757,0.9533187747001648
12,0.0069861686788499355,0.9978125095367432,0.17884019017219543,0.9504011869430542
13,0.005739836487919092,0.9984375238418579,0.17983342707157135,0.9489423632621765
14,0.0031474577262997627,1.0,0.17557695508003235,0.9569657444953918
