,precision,recall,f1-score,support
carrot,0.9523809523809523,0.8856088560885609,0.9177820267686424,271
pepper,0.8705501618122977,0.9438596491228071,0.9057239057239057,285
potato,0.879746835443038,0.952054794520548,0.9144736842105263,292
tomato,0.9898785425101214,0.9349904397705545,0.9616519174041297,523
