,precision,recall,f1-score,support
carrot,0.9175627240143369,0.9446494464944649,0.9309090909090909,271
pepper,0.9422382671480144,0.9157894736842105,0.9288256227758008,285
potato,0.9155405405405406,0.928082191780822,0.9217687074829932,292
tomato,0.9749518304431599,0.9674952198852772,0.9712092130518234,523
