,precision,recall,f1-score,support
carrot,0.8827586206896552,0.9446494464944649,0.9126559714795008,271
pepper,0.9122807017543859,0.9122807017543859,0.9122807017543859,285
potato,0.9381818181818182,0.8835616438356164,0.9100529100529101,292
tomato,0.9616122840690979,0.9579349904397706,0.9597701149425287,523
