,precision,recall,f1-score,support
carrot,0.0,0.0,0.0,271
pepper,0.25748502994011974,0.15087719298245614,0.19026548672566373,285
potato,0.2183219178082192,0.8732876712328768,0.3493150684931507,292
tomato,0.3055555555555556,0.021032504780114723,0.03935599284436494,523
